time,open,high,low,close,SMA 50,SMA 100,SMA 200,Volume,Volume MA,Plot,Plot,Plot,Histogram,MACD,Signal
1686031200,25779.71,25817.14,25722.21,25736.52,26850.72659999998,27133.416300000008,26985.68124999999,678.08502709,1779.9289904890047,25745.497777777873,26452.09428571427,NaN,-65.76802697860978,-378.4036001909153,-312.63557321230553
1686038400,25737.55,25790.65,25683.19,25762.41,26822.786799999983,27109.21380000001,26978.75964999999,612.55215855,1796.504680951505,25718.432222222316,26384.08619047617,NaN,-45.32137862169412,-369.28729648942317,-323.96591786772905
1686045600,25765.01,25800.76,25649.52,25693.18,26795.500399999983,27086.476100000007,26971.838849999993,778.91172333,1817.531899124005,25710.557777777874,26312.859047619026,NaN,-31.59455542415037,-363.45911214791704,-331.86455672376667
1686052800,25694.05,25784.52,25350.48,25742.86,26768.656999999977,27063.81510000001,26965.312649999993,5360.06380362,2063.8294803290046,25723.05444444454,26242.461904761887,NaN,-15.138602419077245,-350.7878097476132,-335.64920732853597
1686060000,25747.8,26142.98,25746.3,26073.11,26747.38899999998,27045.40580000001,26960.09569999999,4414.96270511,2170.644396418005,25767.57333333343,26188.682857142834,NaN,20.105093903081922,-310.51783994968355,-330.62293385276547
1686067200,26075.56,26773.08,26073.17,26669.52,26742.412199999977,27032.65290000001,26957.586849999992,6343.15363103,2433.663196572505,25871.64444444454,26167.041428571407,NaN,82.21693678452499,-227.85176287210925,-310.06869965663424
1686074400,26669.6,27210.69,26643.04,27092.6,26742.209599999976,27024.33170000001,26957.096549999995,4218.3582336,2560.4110432410052,26032.141111111207,26168.753333333316,NaN,146.66430326880766,-126.73832057062464,-273.4026238394323
1686081600,27097.89,27210.46,26895.86,27057.41,26742.080399999977,27015.720800000006,26956.838699999993,3095.06643294,2674.5581492015053,26178.620000000097,26178.588571428547,26178.620000000097,179.61709484340363,-48.88125528517776,-228.4983501285814
1686088800,27064.32,27364.77,27055.98,27238.18,26741.93659999997,27011.68480000001,26957.681399999998,2312.01654461,2764.6437847490056,26340.64333333343,26198.24904761903,NaN,204.47493621577954,27.09532014114302,-177.37961607463652
1686096000,27242.36,27391.67,27073,27094.56,26739.409199999976,27005.547700000006,26957.717249999998,2323.57327708,2842.1228490955054,26491.53666666676,26210.328571428556,NaN,201.78807879979834,74.8554824251114,-126.93259637468694
1686103200,27096.31,27098.93,26737.99,26910.54,26732.57559999998,26998.112800000006,26958.071899999995,2061.0497505,2900.9379257830055,26619.10666666676,26216.56523809522,NaN,178.9394378509882,96.74170093904831,-82.19773691193988
1686110400,26910.97,26977.72,26881.47,26923.64,26728.217599999978,26990.52400000001,26958.162599999992,1206.92413626,2894.877884571006,26755.824444444544,26223.716666666653,NaN,156.82344381372562,113.83156785521714,-42.99187595850847
1686117600,26922.91,26948.76,26766.78,26803.1,26721.249399999975,26981.037200000006,26957.608299999996,1092.44660467,2663.2358003450054,26873.628888888987,26227.170952380933,NaN,127.4399906761126,116.30811238663227,-11.131878289480323
1686124800,26803.6,26846.22,26438.86,26506.25,26708.058799999977,26968.301700000004,26955.723849999995,1862.28070567,2321.540025607005,26921.755555555654,26250.992380952364,NaN,83.49961031089975,93.24263459914437,9.743024288244616
1686132000,26495.25,26975.47,26369.59,26903.44,26702.499799999976,26958.91010000001,26955.676499999994,2736.67738471,2220.844663646505,26947.746666666768,26305.24904761903,NaN,76.84035621463485,105.79346955653818,28.953113341903332
1686139200,26904.06,26917.37,26683.18,26826.55,26695.81579999997,26949.518100000005,26956.00919999999,2167.06632707,2258.744647614505,26918.185555555658,26362.209047619028,NaN,63.46746613423227,108.28744600969367,44.8199798754614
1686146400,26825.1,26825.1,26264.68,26354.38,26680.03499999997,26935.5999,26954.014549999993,4570.20100251,2411.866075783505,26840.071111111214,26394.682380952363,NaN,21.217126732066298,71.34138829054427,50.124261558477976
1686153600,26353.63,26558.79,26260.5,26521.76,26666.88419999997,26922.1385,26953.66879999999,2542.31110641,2485.6492150730055,26760.46888888899,26432.248095238076,NaN,3.848022921997398,54.93429021097472,51.086267288977325
1686160800,26517.28,26535.33,26453.89,26488.25,26650.359399999972,26906.5587,26952.846599999993,1661.93036583,2528.920035161505,26693.101111111213,26472.25380952379,NaN,-9.844588232718003,38.78053199807982,48.625120230797826
1686168000,26491.19,26497,26139.37,26154.81,26630.05179999997,26889.860500000003,26949.803099999986,1738.83699432,2588.823395745505,26609.131111111208,26492.049523809503,NaN,-39.633449814751096,-0.9166920376410417,38.716757777110054
1686175200,26158.12,26379.62,26141.71,26351.68,26614.94619999997,26876.531499999997,26947.302899999988,1498.54342954,2629.846315868005,26545.580000000096,26519.273809523795,NaN,-44.01607003225027,-16.303329763202782,27.712740269047487
1686182400,26350.6,26472.43,26321.79,26450.09,26603.640399999967,26863.898100000002,26945.20314999999,1180.35927087,2658.236671484005,26506.35666666676,26553.253333333316,26506.35666666676,-38.42797182175993,-20.32222450815243,18.105747313607502
1686189600,26453.31,26455.7,26224.33,26350.3,26589.133799999967,26848.7459,26942.778949999993,1000.55837101,2669.319003868005,26489.028888888988,26581.248095238076,NaN,-39.44443365530571,-31.199794755524636,8.244638899781073
1686196800,26350.29,26437.57,26335.53,26382.55,26575.769799999973,26835.194800000005,26939.624549999993,584.94317859,2430.5629726165052,26431.152222222318,26614.075238095218,NaN,-36.03083499035246,-36.793904838159506,-0.7630698478070439
1686204000,26379.16,26521.49,26300.46,26450.42,26563.44819999997,26822.628100000005,26937.45959999999,637.15081296,2241.6723780090047,26389.360000000095,26647.76857142855,NaN,-27.664199965781076,-35.34331980503339,-7.679119839252313
1686211200,26450.61,26469.54,26378.58,26396.25,26550.46839999997,26809.0412,26935.15219999999,449.73501198,1947.001447056505,26394.01222222232,26663.15619047617,NaN,-24.356945925151166,-38.12530224569127,-13.768356320540105
1686218400,26393.14,26508.77,26377.55,26444.71,26536.31719999997,26796.8097,26933.055549999986,536.39612319,1762.903341536005,26385.451111111208,26652.45095238093,NaN,-17.789064346267676,-36.0046867533747,-18.215622407107023
1686225600,26447.23,26587.64,26311,26409.41,26520.09679999997,26789.9874,26930.555499999988,1919.63859308,1704.1319495430048,26376.691111111213,26619.918095238074,NaN,-14.826606445902708,-36.74888046448541,-21.9222740185827
1686232800,26410.16,26826.33,26359.9,26735.66,26510.735399999972,26785.552000000003,26929.940649999986,2056.67127403,1691.3646860140047,26441.230000000098,26604.596666666646,NaN,8.827813991545831,-10.887506529150414,-19.715320520696245
1686240000,26734.41,26742.92,26438.58,26495.06,26495.533199999976,26779.058000000005,26927.39314999999,1853.07205662,1667.839624991005,26457.16111111121,26569.20999999998,NaN,8.016388762087665,-9.694834568086662,-17.711223330174327
1686247200,26492.03,26582.61,26451.33,26551.89,26482.759399999977,26773.519600000003,26923.255799999988,1110.23036246,1620.298655589005,26468.47222222232,26543.36857142855,NaN,10.875798479901453,-4.11647523029751,-14.992273710198964
1686254400,26549.8,26658.29,26532.87,26582.71,26470.634599999976,26768.001200000002,26919.166849999987,992.46189796,1609.5755436740048,26494.295555555655,26527.7576190476,NaN,14.201435863840883,2.759521119602141,-11.441914744238742
1686261600,26581.46,26614.17,26503.96,26512.76,26456.465799999976,26763.9683,26915.17294999999,645.36823979,1587.221625430005,26508.76333333343,26508.191904761883,26508.76333333343,11.181686381655275,2.535193232830352,-8.646493148824923
1686268800,26511.1,26604.52,26446.09,26518.25,26442.781399999974,26758.563200000004,26911.34359999999,1033.04909852,1545.760045072505,26516.300000000097,26494.6276190476,NaN,9.13199083343099,2.768495392963814,-6.363495440467176
1686276000,26515.65,26546.92,26287.48,26496.65,26430.23459999997,26753.3606,26907.111049999985,1309.36684882,1474.3945182780049,26527.455555555654,26494.17047619046,NaN,6.048120558402457,1.1966552575358946,-4.851465300866562
1686283200,26493.98,26533.29,26432.4,26509.81,26419.297799999975,26747.475900000005,26903.462599999988,559.98196092,1394.0402999705047,26534.688888888988,26475.426190476173,NaN,4.6822282797180925,1.0013200487810536,-3.680908230937039
1686290400,26509.93,26582.4,26452.26,26503.56,26412.35159999998,26740.3158,26899.34069999999,944.53850435,1212.7571750625048,26545.150000000096,26460.045714285698,NaN,3.215361056590089,0.3382930898005725,-2.8770679667895167
1686297600,26503.31,26695.5,26501.03,26650.15,26408.84839999998,26735.913500000002,26896.53394999999,1184.39321358,1144.8612804210047,26535.648888888987,26474.129999999983,NaN,11.508663577853387,11.508761505527218,0.00009792767383043355
1686304800,26649.73,26680.98,26570.34,26620.43,26404.43919999998,26734.263300000002,26893.64499999999,758.23465976,1099.6764951175046,26549.578888888987,26478.828571428556,NaN,14.206779906849219,17.758572811235354,3.551792904386135
1686312000,26619.4,26786.7,26619.37,26650.18,26401.85139999998,26732.2129,26890.87109999999,1761.26913487,1100.7981021450046,26560.500000000102,26486.539523809504,NaN,17.01935855300046,24.82599109563671,7.806632542636249
1686319200,26647.23,26715.29,26459.95,26477.42,26395.93059999998,26728.902899999997,26887.11604999999,1917.92232759,1121.7670470475045,26548.801111111214,26501.901904761886,NaN,6.793734281324522,16.298800394291902,9.50506611296738
1686326400,26475.25,26531.04,26413.72,26501.07,26391.340799999984,26724.7365,26883.90664999999,1541.39019354,1139.8185931810044,26547.50222222232,26509.015714285695,NaN,1.4510041898500194,11.318821350279904,9.867817160429885
1686333600,26501.12,26518.37,26384.48,26408.46,26399.38999999998,26719.839699999997,26881.99384999999,1626.96025248,1171.1386872545042,26535.303333333435,26507.033333333315,NaN,-7.973896414510243,-0.09955335770791862,7.874343056802324
1686340800,26407.87,26492.24,26394.44,26479.76,26413.704199999982,26715.640099999997,26880.499949999987,989.02730173,1191.342893411504,26533.426666666768,26513.198095238076,NaN,-8.98482614873746,-3.3566896291195008,5.628136519617959
1686348000,26478.83,26503.45,26460.21,26488.23,26430.860999999983,26711.537299999996,26879.532449999988,562.68128949,1187.6194172380042,26531.02888888899,26518.230476190452,NaN,-8.658232921547237,-5.194654632316087,3.4635782892311497
1686355200,26488.73,26537.44,26319.77,26403.15,26445.475199999983,26705.919899999997,26877.789949999988,854.29032638,1207.8471829580042,26519.872222222326,26515.9795238095,NaN,-13.460835356840219,-13.362465906819125,0.09836945002109454
1686362400,26402.11,26437.36,26270.62,26329.47,26457.406999999985,26700.531799999997,26875.727149999988,1318.76464584,1246.9656090905041,26484.241111111212,26512.7995238095,26484.241111111212,-20.46835657461206,-25.48707626824398,-5.018719693631921
1686369600,26329.83,26355.42,25488.73,25528.86,26455.021599999982,26686.808999999994,26871.12859999999,6787.77519916,1490.3724393945042,26362.955555555658,26469.187619047596,NaN,-74.83485516127206,-98.562288645222,-23.727433483949937
1686376800,25532.14,25753.4,25482.97,25666.12,26453.561999999987,26675.214599999996,26867.90874999999,2524.28607484,1513.753179435004,26253.615555555658,26433.79285714283,NaN,-96.01182543747959,-143.74221528079943,-47.73038984331984
1686384000,25667.03,25764.72,25582.53,25671.86,26451.399799999985,26663.802399999993,26864.862399999995,1349.23185841,1488.561169524504,26164.10888888899,26383.135714285687,NaN,-103.4505793554769,-177.04361403766598,-73.59303468218907
1686391200,25672.12,25759.03,25619.44,25750.72,26451.683799999984,26651.205199999997,26862.366749999994,999.2563868,1483.012470741504,26080.736666666766,26347.690952380926,NaN,-96.986401266691,-194.82603626555283,-97.83963499886183
1686398400,25749.36,25751.28,25589.32,25679.07,26450.01699999998,26636.401899999993,26858.940799999993,1961.58820389,1531.4687860380043,25999.693333333435,26306.128095238066,NaN,-91.53114259194389,-212.25356323879168,-120.7224206468478
1686405600,25678.76,25722.32,25617.2,25647.36,26449.100599999983,26622.300499999994,26855.529949999993,1377.60824407,1568.0807862520044,25907.20444444455,26261.58761904759,NaN,-84.23673325232332,-226.01833721225194,-141.78160395992862
1686412800,25646.86,26164.05,25425.38,26032.27,26454.888799999986,26611.772899999996,26855.078749999986,3500.04647451,1691.4306550515043,25856.542222222328,26238.707142857114,NaN,-49.39225724311743,-203.5219255138254,-154.12966827070798
