time,open,high,low,close,"IXIC, NASDAQ: Open","IXIC, NASDAQ: High","IXIC, NASDAQ: Low","IXIC, NASDAQ: Close",SMA 50,SMA 100,SMA 200,Plot,Volume,Volume MA,Plot,Plot,Plot,Histogram,MACD,Signal
1684551600,26855.47,26887.38,26855.16,26880.6,NaN,NaN,NaN,NaN,26982.468599999876,27020.073100000027,26957.91160000001,22525.221399999977,108.17616522,490.25463434700396,26872.072222222137,26876.552857142884,NaN,6.10674796896625,-18.393155251258577,-24.499903220224827
1684555200,26881.95,26884.04,26866.99,26883.51,NaN,NaN,NaN,NaN,26973.027599999878,27016.75420000003,26957.253650000013,22525.221399999977,78.87240879,483.5228190610039,26876.25333333325,26876.55428571431,NaN,6.476965330989234,-16.403696556488285,-22.88066188747752
1684558800,26884.92,26885.62,26854.36,26880.25,NaN,NaN,NaN,NaN,26963.313799999876,27015.215900000032,26956.669500000007,22525.221399999977,76.20426171,475.80115864050384,26880.37333333325,26875.554761904787,26880.37333333325,6.3700302187241995,-14.91812411407227,-21.28815433279647
1684562400,26880.04,26883.71,26855.38,26862.51,NaN,NaN,NaN,NaN,26954.36139999988,27012.91940000003,26956.37600000001,22525.221399999977,85.3947693,467.0692975765038,26874.53333333325,26876.02714285717,26874.53333333325,5.031032535369562,-14.999363663584518,-20.03039619895408
1684566000,26864.55,26867.46,26852.87,26865.78,NaN,NaN,NaN,NaN,26947.02719999988,27010.17020000003,26955.738800000006,22525.221399999977,61.00092718,453.58210315850386,26872.82666666658,26877.66571428574,NaN,4.319336748610805,-14.631225263190572,-18.950562011801377
1684569600,26865.59,26925.79,26864.8,26920.96,NaN,NaN,NaN,NaN,26941.09599999988,27008.13590000003,26955.089700000008,22525.221399999977,139.81634464,436.5002036545038,26875.664444444355,26880.2404761905,NaN,7.341060193556594,-9.774236769855634,-17.115296963412227
1684573200,26922.97,26925.58,26881.06,26892.08,NaN,NaN,NaN,NaN,26930.93079999988,27006.307400000027,26955.07850000001,22525.221399999977,166.054165,420.8586442285038,26879.224444444357,26878.86666666669,26879.224444444357,7.163170166804781,-8.16133425490625,-15.324504421711032
1684576800,26892.33,26909.02,26884.44,26897.81,NaN,NaN,NaN,NaN,26920.89279999988,27004.486300000026,26956.258050000008,22525.221399999977,145.76816063,390.9219457355038,26881.886666666578,26879.680000000022,NaN,7.181552722916244,-6.347563518065726,-13.52911624098197
1684580400,26897.43,26913.07,26884.62,26891.84,NaN,NaN,NaN,NaN,26910.56619999988,27000.765600000028,26957.70770000001,22525.221399999977,96.65792377,239.63265351050381,26886.1488888888,26881.994761904785,NaN,6.558956609562159,-5.3304204790292715,-11.88937708859143
1684584000,26891.86,26954.54,26891.68,26907.11,NaN,NaN,NaN,NaN,26901.62219999988,26997.69800000003,26958.883400000013,22525.221399999977,213.53636339,209.69388467250383,26889.09444444436,26882.48476190478,NaN,6.907782991701856,-3.2546483489641105,-10.162431340665966
1684587600,26906.98,26923.69,26889.02,26900.9,NaN,NaN,NaN,NaN,26891.48119999988,26995.73060000003,26961.91020000001,22525.221399999977,129.88836524,187.47935672000384,26891.02666666658,26884.980952380974,NaN,6.460644465525892,-2.0866257587586006,-8.547270224284492
1684591200,26901.11,26935.28,26901.11,26931.22,NaN,NaN,NaN,NaN,26885.147799999875,26994.781100000033,26964.993400000014,22525.221399999977,135.60503856,172.43223928900383,26896.689999999915,26885.10428571431,NaN,7.854584439299927,1.2709603248404164,-6.583624114459511
1684594800,26929.99,26983.64,26903.55,26961.22,NaN,NaN,NaN,NaN,26879.030199999877,26993.679000000033,26968.193950000015,22525.221399999977,218.54464937,163.53878972050384,26907.65777777769,26887.80190476193,NaN,10.291080273238697,6.2802262270888605,-4.010854046149836
1684598400,26960.89,26962.32,26927.89,26931.31,NaN,NaN,NaN,NaN,26872.74639999988,26992.31460000003,26971.321550000015,22525.221399999977,127.66263915,153.46575727600384,26914.938888888806,26891.870000000024,NaN,9.40653309200291,7.747312318853801,-1.6592207731491087
1684602000,26929.91,27154.41,26929.09,27146.73,NaN,NaN,NaN,NaN,26873.87959999988,26993.84440000003,26975.060800000014,22525.221399999977,730.45689145,176.12615090650382,26940.02444444436,26906.325238095258,NaN,22.121737985761815,25.99295170905316,3.871213723291345
1684605600,27151.91,27161.5,27039.94,27041.73,NaN,NaN,NaN,NaN,26873.09099999988,26994.383800000032,26978.47060000002,22525.221399999977,681.03969964,197.82377848050382,26956.65222222214,26912.35666666669,NaN,22.19557620164352,31.615683975345746,9.420107773702226
1684609200,27045.8,27082,26983.55,27077.34,NaN,NaN,NaN,NaN,26884.630399999878,26994.70340000003,26982.030350000015,22525.221399999977,283.88935818,198.18898205100382,26976.599999999915,26921.699523809548,NaN,23.264993468048715,38.50134960876312,15.236356140714404
1684612800,27078.85,27100.13,27020.81,27026.34,NaN,NaN,NaN,NaN,26892.621599999875,26994.379200000032,26985.046700000014,22525.221399999977,195.09793106,195.83226739600383,26991.54444444436,26927.93380952383,NaN,19.322086286131707,39.38896399837904,20.066877712247333
1684616400,27026.54,27063.49,26980.2,27048.1,NaN,NaN,NaN,NaN,26898.54999999988,26993.93780000003,26987.960450000013,22525.221399999977,273.39806156,202.46890641350382,27007.209999999915,26936.88904761907,NaN,17.04357923095886,41.371351750945905,24.327772519987047
1684620000,27046.94,27081.27,27025.09,27079.71,NaN,NaN,NaN,NaN,26905.463999999876,26994.128100000027,26991.67985000001,22525.221399999977,148.11599119,204.75900575150382,27027.077777777693,26946.691904761927,NaN,16.517487259299962,44.974631594112,28.457144334812035
1684623600,27078.56,27141.43,27060.68,27116.5,NaN,NaN,NaN,NaN,26909.28499999988,26995.87930000003,26995.602350000012,22558.400799999978,472.0740981,222.95390239550383,27047.66444444436,26959.216666666693,NaN,17.410282526516127,50.21999749295719,32.809714966441064
1684627200,27122.02,27279.86,27076.1,27253.98,NaN,NaN,NaN,NaN,26916.357799999878,26998.79750000003,27000.35340000001,22558.400799999978,927.05083887,265.36282389950384,27080.19333333325,26976.99666666669,NaN,25.531726037648184,64.7243725135013,39.19264647585311
1684630800,27259.34,27269.07,27165.38,27171.29,NaN,NaN,NaN,NaN,26923.201599999877,27000.30470000003,27004.617000000013,22558.400799999978,504.47535675,286.7763786515039,27106.857777777695,26990.70047619051,NaN,23.64927972606197,68.75424613343057,45.1049664073686
1684634400,27175.46,27197.12,27165.1,27183.37,NaN,NaN,NaN,NaN,26928.928799999878,27002.07660000003,27008.966850000015,22558.400799999978,156.92102771,290.3526915720039,27110.928888888804,27005.13476190479,NaN,21.58936853514195,72.09167707629604,50.502308541154086
1684638000,27183.71,27202.35,27170.9,27190.66,NaN,NaN,NaN,NaN,26936.375399999873,27003.571500000027,27012.501050000013,22558.400799999978,92.91297285,291.9482938555039,27127.476666666582,27020.760952380973,NaN,19.171316596736055,74.46645428707416,55.2951376903381
